K = 1000, s = 0.6224, r = 10.00, mig = 0.1000, MAXTIME = 10000.00, NREPS = 1
00277.050, 0000, 0784, 0000, 0890, 0000, 0799, 0000, 0819, 0000, 0835, 0000, 0831, 0000, 0902, 0000, 0845, 0000, 0825, 0000, 0812, 0000, 0828, 0000, 0837, 0000, 0849, 0000, 0847, 0000, 0823, 0000, 0867, 0000, 0833, 0000, 0864, 0000, 0869, 0000, 0820, 0000, 0838, 0000, 0836, 0000, 0832, 0000, 0824, 0000, 0851, 0000, 0838, 0000, 0854, 0000, 0875, 0000, 0830, 0000, 0850, 0000, 0821, 0000, 0870, 0000, 0835, 0000, 0835, 0000, 0869, 0000, 0841, 0000, 0813, 0000, 0852, 0000, 0765, 0000, 0836, 0000, 0800, 0000, 0876, 0000, 0836, 0000, 0800, 0000, 0868, 0000, 0828, 0000, 0873, 0000, 0839, 0000, 0846, 0000, 0840, 0000, 0836, 0000, 0831, 0000, 0805, 0000, 0882, 0000, 0841, 0000, 0825, 0000, 0808, 0000, 0853, 0000, 0870, 0000, 0815, 0000, 0878, 0000, 0835, 0000, 0802, 0000, 0868, 0000, 0864, 0000, 0846, 0000, 0806, 0000, 0841, 0000, 0850, 0000, 0853, 0000, 0796, 0000, 0826, 0000, 0828, 0000, 0842, 0000, 0839, 0000, 0864, 0000, 0810, 0000, 0855, 0000, 0808, 0000, 0853, 0000, 0786, 0000, 0864, 0000, 0795, 0000, 0842, 0000, 0862, 0000, 0818, 0000, 0838, 0000, 0826, 0000, 0818, 0000, 0821, 0000, 0815, 0000, 0839, 0000, 0839, 0000, 0803, 0000, 0825, 0000, 0824, 0000, 0807, 0000, 0831, 0000, 0837, 0000, 0857
